Time: 08.07.2022 13:57:23;;;
Team: test;;;
Athlete name: Lasse I;;;
Device: NORDIC07;;;
Comment: ;;;
#SampleTime[s];Force_left[N];Force_right[N];
48.760;-0.77;0.13;
48.770;-0.81;0.32;
48.780;-1.22;0.57;
48.790;-1.76;1.02;
48.800;-1.77;1.17;
48.810;-1.64;1.19;
48.820;-1.21;0.66;
48.830;-0.79;0.34;
48.840;-0.64;0.28;
48.850;-0.15;-0.13;
48.860;0.38;-0.34;
48.870;0.65;-0.63;
48.880;0.66;-0.62;
48.890;0.44;-0.43;
48.900;0.39;-0.39;
48.910;0.05;-0.25;
48.920;-0.14;-0.11;
48.930;-0.22;-0.01;
48.940;-0.13;0.18;
48.950;-0.24;0.19;
48.960;-0.56;0.45;
48.970;-0.64;0.59;
48.980;-0.98;0.84;
48.990;-1.39;1.13;
49.000;-1.31;1.38;
49.010;-1.12;1.26;
49.020;-0.78;0.83;
49.030;-0.20;0.58;
49.040;0.25;0.38;
49.050;0.65;0.13;
49.060;1.16;-0.09;
49.070;1.54;-0.52;
49.080;1.80;-0.57;
49.090;1.59;-0.44;
49.100;1.41;-0.34;
49.110;1.51;-0.09;
49.120;1.33;-0.05;
49.130;1.36;0.10;
49.140;1.34;0.07;
49.150;1.21;0.50;
49.160;1.12;0.41;
49.170;1.23;0.55;
49.180;0.91;0.75;
49.190;0.68;1.20;
49.200;0.47;1.31;
49.210;0.80;1.05;
49.220;1.38;0.86;
49.230;1.75;0.46;
49.240;2.10;0.37;
49.250;2.46;-0.14;
49.260;3.08;-0.49;
49.270;3.29;-0.67;
49.280;3.71;-0.72;
49.290;3.61;-0.74;
49.300;3.46;-0.64;
49.310;3.43;-0.43;
49.320;3.19;-0.32;
49.330;3.28;-0.40;
49.340;3.17;-0.24;
49.350;3.05;-0.18;
49.360;2.93;0.21;
49.370;2.76;0.40;
49.380;2.64;0.52;
49.390;2.21;1.02;
49.400;2.13;1.16;
49.410;2.43;0.85;
49.420;2.83;0.52;
49.430;3.32;0.33;
49.440;3.64;0.01;
49.450;3.99;-0.14;
49.460;4.58;-0.59;
49.470;5.05;-0.90;
49.480;5.18;-0.99;
49.490;4.97;-0.85;
49.500;4.93;-0.57;
49.510;4.82;-0.41;
49.520;4.51;-0.26;
49.530;4.59;-0.25;
49.540;4.39;-0.01;
49.550;4.34;-0.02;
49.560;4.39;0.02;
49.570;4.12;0.42;
49.580;3.95;0.50;
49.590;3.74;1.01;
49.600;3.57;1.07;
49.610;3.85;0.86;
49.620;4.28;0.59;
49.630;4.63;0.24;
49.640;4.98;0.12;
49.650;5.53;-0.26;
49.660;5.96;-0.56;
49.670;6.19;-0.86;
49.680;6.69;-0.96;
49.690;6.60;-0.81;
49.700;6.33;-0.59;
49.710;6.26;-0.44;
49.720;6.08;-0.36;
49.730;6.09;-0.34;
49.740;6.08;-0.11;
49.750;5.92;0.02;
49.760;5.82;0.26;
49.770;5.79;0.44;
49.780;5.42;0.36;
49.790;5.19;0.77;
49.800;5.10;1.11;
49.810;5.35;0.86;
49.820;5.94;0.60;
49.830;6.34;0.38;
49.840;6.70;0.07;
49.850;7.15;-0.18;
49.860;7.70;-0.61;
49.870;8.09;-0.82;
49.880;8.18;-0.97;
49.890;8.10;-0.85;
49.900;7.83;-0.42;
49.910;7.62;-0.31;
49.920;7.67;-0.26;
49.930;7.63;-0.32;
49.940;7.41;-0.10;
49.950;7.35;0.11;
49.960;7.12;0.10;
49.970;7.06;0.23;
49.980;6.78;0.33;
49.990;6.29;0.79;
50.000;6.15;1.03;
50.010;6.24;0.82;
50.020;7.02;0.57;
50.030;7.19;0.41;
50.040;7.44;0.12;
50.050;8.00;-0.28;
50.060;8.38;-0.55;
50.070;8.59;-0.81;
50.080;8.98;-0.79;
50.090;8.81;-0.94;
50.100;8.49;-0.82;
50.110;8.47;-0.40;
50.120;8.15;-0.24;
50.130;8.20;-0.27;
50.140;8.08;-0.27;
50.150;8.03;-0.06;
50.160;7.78;0.21;
50.170;7.71;0.26;
50.180;7.57;0.51;
50.190;7.12;1.12;
50.200;6.86;1.10;
50.210;7.28;0.98;
50.220;7.82;0.48;
50.230;8.05;0.17;
50.240;8.38;0.14;
50.250;8.92;-0.34;
50.260;9.71;-0.60;
50.270;10.06;-0.88;
50.280;10.06;-0.86;
50.290;9.79;-0.85;
50.300;9.64;-0.62;
50.310;9.64;-0.45;
50.320;9.42;-0.31;
50.330;9.43;-0.23;
50.340;9.30;-0.21;
50.350;9.19;0.11;
50.360;9.07;0.23;
50.370;9.07;0.27;
50.380;8.72;0.59;
50.390;8.47;0.88;
50.400;8.49;0.97;
50.410;8.51;1.01;
50.420;9.22;0.44;
50.430;9.52;0.29;
50.440;9.75;0.25;
50.450;10.33;-0.13;
50.460;10.94;-0.67;
50.470;11.15;-0.85;
50.480;11.41;-0.91;
50.490;11.39;-0.88;
50.500;11.18;-0.63;
50.510;11.06;-0.52;
50.520;11.04;-0.25;
50.530;10.96;-0.22;
50.540;10.80;-0.06;
50.550;10.77;0.14;
50.560;10.52;0.27;
50.570;10.37;0.25;
50.580;10.22;0.66;
50.590;9.90;0.97;
50.600;9.64;1.22;
50.610;10.12;1.02;
50.620;10.63;0.41;
50.630;10.98;0.37;
50.640;11.28;0.08;
50.650;11.84;-0.13;
50.660;12.60;-0.53;
50.670;12.97;-0.88;
50.680;13.11;-0.79;
50.690;13.17;-0.87;
50.700;13.03;-0.53;
50.710;12.74;-0.33;
50.720;12.72;-0.32;
50.730;12.85;-0.23;
50.740;12.65;-0.20;
50.750;12.61;0.12;
50.760;12.62;0.27;
50.770;12.43;0.32;
50.780;12.38;0.68;
50.790;12.16;0.96;
50.800;11.87;0.97;
50.810;12.12;0.93;
50.820;12.77;0.57;
50.830;13.07;0.46;
50.840;13.43;0.24;
50.850;13.89;-0.36;
50.860;14.27;-0.62;
50.870;14.55;-0.85;
50.880;14.78;-0.91;
50.890;14.69;-0.80;
50.900;14.53;-0.62;
50.910;14.29;-0.42;
50.920;14.15;-0.37;
50.930;14.18;-0.16;
50.940;14.07;-0.31;
50.950;13.92;-0.06;
50.960;13.64;0.31;
50.970;13.64;0.18;
50.980;13.33;0.57;
50.990;12.87;0.98;
51.000;12.61;1.04;
51.010;12.84;0.85;
51.020;13.33;0.61;
51.030;13.62;0.33;
51.040;13.85;0.32;
51.050;14.17;-0.12;
51.060;14.57;-0.65;
51.070;15.10;-0.83;
51.080;15.18;-1.13;
51.090;14.89;-0.85;
51.100;14.65;-0.68;
51.110;14.44;-0.55;
51.120;14.14;-0.32;
51.130;13.94;-0.25;
51.140;13.87;-0.02;
51.150;13.54;0.05;
51.160;13.31;0.15;
51.170;12.85;0.32;
51.180;12.61;0.68;
51.190;12.19;0.93;
51.200;12.04;0.98;
51.210;12.05;0.95;
51.220;12.45;0.51;
51.230;12.64;0.30;
51.240;12.74;0.09;
51.250;13.23;-0.17;
51.260;13.51;-0.39;
51.270;13.93;-0.89;
51.280;13.74;-0.96;
51.290;13.50;-0.83;
51.300;13.23;-0.65;
51.310;13.01;-0.48;
51.320;12.61;-0.30;
51.330;12.47;-0.19;
51.340;12.20;-0.25;
51.350;12.04;0.12;
51.360;11.86;0.26;
51.370;11.43;0.20;
51.380;11.15;0.36;
51.390;10.61;0.85;
51.400;10.41;1.23;
51.410;10.60;0.87;
51.420;11.05;0.70;
51.430;11.17;0.48;
51.440;11.30;0.15;
51.450;11.74;-0.18;
51.460;12.16;-0.51;
51.470;12.31;-0.70;
51.480;12.39;-1.06;
51.490;12.34;-1.05;
51.500;11.99;-0.75;
51.510;11.78;-0.54;
51.520;11.55;-0.20;
51.530;11.36;-0.29;
51.540;11.18;-0.30;
51.550;10.98;0.16;
51.560;10.68;0.12;
51.570;10.52;0.24;
51.580;10.30;0.58;
51.590;9.93;0.92;
51.600;9.62;1.13;
51.610;9.67;0.83;
51.620;10.32;0.38;
51.630;10.55;0.27;
51.640;10.87;0.20;
51.650;11.09;-0.26;
51.660;11.58;-0.63;
51.670;11.96;-0.86;
51.680;11.95;-0.93;
51.690;11.93;-0.75;
51.700;11.62;-0.62;
51.710;11.42;-0.40;
51.720;11.21;-0.34;
51.730;11.23;-0.20;
51.740;11.06;0.02;
51.750;10.84;-0.05;
51.760;10.60;0.15;
51.770;10.60;0.29;
51.780;10.30;0.66;
51.790;9.86;0.96;
51.800;9.69;0.98;
51.810;10.10;0.87;
51.820;10.47;0.48;
51.830;10.68;0.14;
51.840;11.08;0.27;
51.850;11.40;-0.11;
51.860;12.05;-0.58;
51.870;12.25;-0.73;
51.880;12.33;-0.99;
51.890;12.21;-0.67;
51.900;12.03;-0.56;
51.910;11.83;-0.49;
51.920;11.82;-0.31;
51.930;11.61;-0.22;
51.940;11.42;-0.17;
51.950;11.35;-0.07;
51.960;11.01;0.05;
51.970;11.14;0.33;
51.980;10.68;0.43;
51.990;10.31;0.86;
52.000;10.25;1.10;
52.010;10.34;0.87;
52.020;11.10;0.53;
52.030;11.38;0.13;
52.040;11.53;0.12;
52.050;12.07;-0.26;
52.060;12.60;-0.56;
52.070;12.93;-0.90;
52.080;13.06;-1.04;
52.090;12.88;-0.92;
52.100;12.63;-0.61;
52.110;12.51;-0.38;
52.120;12.32;-0.36;
52.130;12.18;-0.29;
52.140;12.15;-0.12;
52.150;11.93;0.04;
52.160;11.71;0.17;
52.170;11.74;0.34;
52.180;11.45;0.47;
52.190;10.88;0.97;
52.200;10.87;1.10;
52.210;11.17;0.95;
52.220;11.49;0.60;
52.230;11.88;0.36;
52.240;12.05;0.29;
52.250;12.61;-0.23;
52.260;13.01;-0.61;
52.270;13.11;-0.81;
52.280;13.47;-0.95;
52.290;13.22;-0.69;
52.300;12.85;-0.73;
52.310;12.75;-0.52;
52.320;12.51;-0.27;
52.330;12.53;-0.45;
52.340;12.33;-0.11;
52.350;12.18;0.05;
52.360;11.69;0.22;
52.370;11.59;0.30;
52.380;11.34;0.49;
52.390;10.78;0.84;
52.400;10.56;1.14;
52.410;10.68;0.94;
52.420;11.35;0.45;
52.430;11.53;0.34;
52.440;11.81;0.16;
52.450;12.25;-0.21;
52.460;12.68;-0.74;
52.470;12.80;-0.78;
52.480;12.95;-0.92;
52.490;12.78;-0.79;
52.500;12.48;-0.60;
52.510;12.21;-0.43;
52.520;11.98;-0.30;
52.530;11.73;-0.32;
52.540;11.66;-0.23;
52.550;11.46;-0.06;
52.560;11.08;0.15;
52.570;10.95;0.18;
52.580;10.55;0.69;
52.590;10.13;0.82;
52.600;9.87;0.95;
52.610;9.95;0.92;
52.620;10.21;0.46;
52.630;10.57;0.23;
52.640;10.63;0.10;
52.650;11.03;-0.16;
52.660;11.47;-0.51;
52.670;11.68;-0.68;
52.680;11.72;-0.87;
52.690;11.46;-0.86;
52.700;11.27;-0.68;
52.710;10.80;-0.50;
52.720;10.43;-0.40;
52.730;10.31;-0.36;
52.740;10.11;-0.30;
52.750;9.89;0.04;
52.760;9.42;0.37;
52.770;9.26;0.26;
52.780;9.01;0.49;
52.790;8.38;1.01;
52.800;8.06;1.09;
52.810;8.09;0.87;
52.820;8.61;0.53;
52.830;8.93;0.29;
52.840;9.15;0.09;
52.850;9.38;-0.23;
52.860;9.79;-0.56;
52.870;10.02;-0.92;
52.880;9.95;-0.92;
52.890;9.55;-0.61;
52.900;9.13;-0.47;
52.910;9.04;-0.55;
52.920;8.58;-0.41;
52.930;8.54;-0.08;
52.940;8.32;-0.07;
52.950;8.04;0.04;
52.960;7.71;0.32;
52.970;7.23;0.42;
52.980;7.03;0.46;
52.990;6.57;0.87;
53.000;6.38;1.11;
53.010;6.33;0.94;
53.020;6.76;0.64;
53.030;7.03;0.12;
53.040;7.22;0.14;
53.050;7.58;-0.09;
53.060;7.68;-0.65;
53.070;7.97;-0.67;
53.080;8.12;-0.98;
53.090;8.00;-0.93;
53.100;7.51;-0.46;
53.110;7.24;-0.58;
53.120;6.98;-0.25;
53.130;6.80;-0.07;
53.140;6.61;-0.22;
53.150;6.15;0.08;
53.160;6.07;0.14;
53.170;5.90;0.18;
53.180;5.68;0.43;
53.190;5.12;0.86;
53.200;4.70;1.19;
53.210;4.91;0.85;
53.220;5.30;0.40;
53.230;5.61;0.32;
53.240;5.81;0.19;
53.250;6.31;-0.13;
53.260;6.86;-0.58;
53.270;7.03;-0.87;
53.280;7.01;-0.75;
53.290;6.91;-0.87;
53.300;6.62;-0.65;
53.310;6.23;-0.35;
53.320;6.11;-0.35;
53.330;5.92;-0.20;
53.340;5.86;-0.07;
53.350;5.74;-0.01;
53.360;5.41;0.07;
53.370;5.21;0.38;
53.380;4.78;0.52;
53.390;4.69;0.93;
53.400;4.37;1.05;
53.410;4.31;0.92;
53.420;4.85;0.65;
53.430;5.12;0.33;
53.440;5.39;0.13;
53.450;5.80;-0.26;
53.460;6.17;-0.47;
53.470;6.62;-0.68;
53.480;6.64;-0.83;
53.490;6.35;-0.83;
53.500;6.21;-0.74;
53.510;5.91;-0.35;
53.520;5.77;-0.21;
53.530;5.59;-0.33;
53.540;5.38;-0.13;
53.550;5.25;0.07;
53.560;4.97;0.18;
53.570;4.83;0.21;
53.580;4.41;0.61;
53.590;3.85;0.93;
53.600;3.70;1.14;
53.610;3.78;0.92;
53.620;4.50;0.46;
53.630;4.73;0.31;
53.640;4.72;0.19;
53.650;5.16;-0.06;
53.660;5.78;-0.59;
53.670;6.10;-0.85;
53.680;6.00;-0.95;
53.690;6.06;-0.70;
53.700;5.64;-0.74;
53.710;5.47;-0.53;
53.720;5.29;-0.20;
53.730;5.25;-0.27;
53.740;5.10;-0.04;
53.750;4.88;-0.16;
53.760;4.60;0.13;
53.770;4.56;0.39;
53.780;4.30;0.57;
53.790;3.76;0.93;
53.800;3.97;0.95;
53.810;3.84;0.81;
53.820;4.42;0.47;
53.830;4.94;0.40;
53.840;4.94;0.21;
53.850;5.58;-0.30;
53.860;6.10;-0.56;
53.870;6.39;-0.86;
53.880;6.56;-1.05;
53.890;6.44;-0.86;
53.900;6.32;-0.56;
53.910;6.02;-0.46;
53.920;5.95;-0.34;
53.930;5.86;-0.28;
53.940;5.69;-0.30;
53.950;5.56;-0.04;
53.960;5.56;0.13;
53.970;5.28;0.35;
53.980;5.01;0.47;
53.990;4.80;0.84;
54.000;4.32;1.13;
54.010;4.87;0.82;
54.020;5.28;0.41;
54.030;5.73;0.26;
54.040;6.04;0.24;
54.050;6.48;-0.23;
54.060;7.03;-0.62;
54.070;7.13;-0.60;
54.080;7.49;-0.95;
54.090;7.68;-0.86;
54.100;7.27;-0.55;
54.110;7.10;-0.42;
54.120;7.00;-0.36;
54.130;6.99;-0.36;
54.140;7.04;-0.01;
54.150;6.87;0.09;
54.160;6.73;0.38;
54.170;6.46;0.29;
54.180;6.40;0.46;
54.190;6.01;0.94;
54.200;6.01;1.19;
54.210;6.25;0.97;
54.220;6.82;0.67;
54.230;7.20;0.29;
54.240;7.62;0.02;
54.250;8.14;-0.11;
54.260;8.54;-0.70;
54.270;8.94;-0.80;
54.280;9.10;-0.93;
54.290;9.15;-0.78;
54.300;8.97;-0.70;
54.310;8.96;-0.57;
54.320;8.86;-0.40;
54.330;8.80;-0.28;
54.340;8.77;-0.43;
54.350;8.72;-0.07;
54.360;8.56;0.12;
54.370;8.66;0.25;
54.380;8.49;0.44;
54.390;8.13;0.71;
54.400;7.95;1.16;
54.410;8.20;0.89;
54.420;8.90;0.69;
54.430;9.40;0.24;
54.440;9.66;0.31;
54.450;10.13;-0.08;
54.460;10.86;-0.52;
54.470;11.07;-0.89;
54.480;11.36;-1.09;
54.490;11.32;-0.88;
54.500;11.22;-0.48;
54.510;11.18;-0.42;
54.520;10.90;-0.42;
54.530;11.09;-0.27;
54.540;11.07;-0.27;
54.550;11.07;-0.04;
54.560;10.84;0.11;
54.570;10.96;0.30;
54.580;10.79;0.42;
54.590;10.38;0.83;
54.600;10.40;0.95;
54.610;10.50;0.88;
54.620;11.34;0.64;
54.630;11.62;0.37;
54.640;11.97;0.04;
54.650;12.39;-0.13;
54.660;13.01;-0.57;
54.670;13.49;-0.79;
54.680;13.56;-0.95;
54.690;13.41;-0.82;
54.700;13.21;-0.48;
54.710;13.26;-0.54;
54.720;13.10;-0.44;
54.730;13.04;-0.29;
54.740;12.88;-0.14;
54.750;12.98;-0.11;
54.760;12.80;0.26;
54.770;12.59;0.31;
54.780;12.28;0.47;
54.790;12.10;0.91;
54.800;12.00;1.15;
54.810;12.27;0.84;
54.820;12.77;0.65;
54.830;13.23;0.33;
54.840;13.56;0.13;
54.850;14.01;-0.17;
54.860;14.79;-0.56;
54.870;14.93;-0.66;
54.880;15.08;-0.96;
54.890;15.09;-0.75;
54.900;15.14;-0.73;
54.910;14.92;-0.50;
54.920;14.90;-0.29;
54.930;14.74;-0.14;
54.940;14.75;-0.05;
54.950;14.74;-0.03;
54.960;14.62;0.26;
54.970;14.71;0.25;
54.980;14.29;0.51;
54.990;14.11;0.79;
55.000;14.01;1.04;
55.010;14.35;1.00;
55.020;15.01;0.48;
55.030;15.45;0.32;
55.040;15.63;0.04;
55.050;16.27;-0.32;
55.060;16.90;-0.65;
55.070;17.34;-0.81;
55.080;17.43;-0.98;
55.090;17.37;-0.98;
55.100;17.32;-0.57;
55.110;17.21;-0.48;
55.120;17.22;-0.30;
55.130;17.13;-0.21;
55.140;17.20;-0.12;
55.150;17.06;0.04;
55.160;16.89;0.25;
55.170;16.87;0.28;
55.180;16.67;0.43;
55.190;16.31;0.95;
55.200;16.31;0.98;
55.210;16.54;0.88;
55.220;16.99;0.55;
55.230;17.41;0.23;
55.240;17.66;0.22;
55.250;18.20;-0.33;
55.260;18.79;-0.64;
55.270;19.18;-0.83;
55.280;19.36;-1.00;
55.290;19.49;-0.77;
55.300;19.27;-0.61;
55.310;19.11;-0.50;
55.320;19.11;-0.39;
55.330;18.94;-0.24;
55.340;18.96;-0.24;
55.350;18.83;-0.05;
55.360;18.86;0.21;
55.370;18.86;0.35;
55.380;18.64;0.41;
55.390;18.30;0.88;
55.400;18.22;1.14;
55.410;18.52;0.97;
55.420;19.20;0.47;
55.430;19.67;0.20;
55.440;19.95;0.21;
55.450;20.44;-0.39;
55.460;20.85;-0.76;
55.470;21.49;-0.90;
55.480;21.52;-0.95;
55.490;21.44;-0.82;
55.500;21.34;-0.57;
55.510;21.32;-0.54;
55.520;21.15;-0.35;
55.530;21.17;-0.26;
55.540;21.03;-0.23;
55.550;20.85;0.11;
55.560;20.78;0.23;
55.570;20.54;0.30;
55.580;20.35;0.62;
55.590;20.00;0.96;
55.600;19.94;0.98;
55.610;20.07;0.87;
55.620;20.55;0.53;
55.630;20.64;0.12;
55.640;20.89;0.23;
55.650;21.45;-0.14;
55.660;21.78;-0.60;
55.670;21.96;-0.87;
55.680;22.02;-1.05;
55.690;21.76;-0.79;
55.700;21.50;-0.84;
55.710;21.07;-0.59;
55.720;20.81;-0.32;
55.730;20.71;-0.19;
55.740;20.36;-0.26;
55.750;19.99;-0.04;
55.760;19.83;0.31;
55.770;19.41;0.23;
55.780;19.07;0.57;
55.790;18.56;0.97;
55.800;17.84;1.13;
55.810;18.27;1.12;
55.820;18.59;0.68;
55.830;18.84;0.29;
55.840;18.78;0.19;
55.850;19.22;-0.19;
55.860;19.73;-0.86;
55.870;19.84;-0.83;
55.880;19.79;-0.91;
55.890;19.54;-0.94;
55.900;19.35;-0.74;
55.910;18.94;-0.50;
55.920;18.90;-0.20;
55.930;18.63;-0.31;
55.940;18.49;-0.03;
55.950;18.28;-0.02;
55.960;17.96;0.11;
55.970;17.98;0.32;
55.980;17.66;0.66;
55.990;17.33;0.95;
56.000;17.07;0.95;
56.010;17.06;0.95;
56.020;17.65;0.57;
56.030;17.94;0.34;
56.040;18.31;0.29;
56.050;18.72;-0.34;
56.060;19.16;-0.50;
56.070;19.51;-0.74;
56.080;19.75;-0.87;
56.090;19.51;-0.70;
56.100;19.28;-0.74;
56.110;19.04;-0.45;
56.120;18.79;-0.40;
56.130;18.90;-0.18;
56.140;18.70;-0.29;
56.150;18.70;0.02;
56.160;18.41;0.12;
56.170;18.44;0.20;
56.180;18.11;0.55;
56.190;17.58;1.06;
56.200;17.63;1.15;
56.210;17.99;0.85;
56.220;18.41;0.69;
56.230;18.91;0.21;
56.240;19.01;0.18;
56.250;19.52;-0.15;
56.260;20.20;-0.57;
56.270;20.36;-0.81;
56.280;20.83;-0.96;
56.290;20.58;-0.86;
56.300;20.40;-0.64;
56.310;20.33;-0.51;
56.320;20.11;-0.35;
56.330;20.05;-0.19;
56.340;20.01;-0.05;
56.350;19.81;-0.01;
56.360;19.68;0.28;
56.370;19.56;0.29;
56.380;19.36;0.61;
56.390;19.06;0.96;
56.400;19.05;0.99;
56.410;19.18;1.01;
56.420;19.73;0.61;
56.430;20.23;0.32;
56.440;20.40;0.11;
56.450;20.97;-0.24;
56.460;21.45;-0.70;
56.470;21.77;-0.68;
56.480;22.07;-0.96;
56.490;21.92;-0.95;
56.500;21.53;-0.66;
56.510;21.63;-0.50;
56.520;21.38;-0.50;
56.530;21.31;-0.25;
56.540;21.12;-0.04;
56.550;20.96;0.03;
56.560;20.84;0.25;
56.570;20.66;0.24;
56.580;20.59;0.59;
56.590;20.06;1.04;
56.600;19.91;1.18;
56.610;20.08;1.06;
56.620;20.29;0.68;
56.630;20.79;0.18;
56.640;21.09;0.17;
56.650;21.53;-0.22;
56.660;22.05;-0.49;
56.670;22.23;-0.73;
56.680;22.26;-0.90;
56.690;22.16;-0.65;
56.700;21.91;-0.62;
56.710;21.50;-0.66;
56.720;21.37;-0.36;
56.730;21.19;-0.20;
56.740;21.06;-0.20;
56.750;20.90;0.06;
56.760;20.63;0.13;
56.770;20.43;0.33;
56.780;20.09;0.55;
56.790;19.67;0.91;
56.800;19.27;0.98;
56.810;19.27;0.82;
56.820;20.02;0.57;
56.830;20.21;0.41;
56.840;20.26;0.10;
56.850;20.71;-0.24;
56.860;21.11;-0.46;
56.870;21.21;-0.67;
56.880;21.16;-0.73;
56.890;21.04;-0.84;
56.900;20.57;-0.69;
56.910;20.53;-0.43;
56.920;20.16;-0.34;
56.930;19.96;-0.20;
56.940;19.82;-0.13;
56.950;19.34;0.01;
56.960;19.17;0.25;
56.970;19.13;0.36;
56.980;18.89;0.49;
56.990;18.49;0.95;
57.000;18.22;1.17;
57.010;18.27;0.87;
57.020;18.62;0.59;
57.030;18.92;0.37;
57.040;19.09;0.24;
57.050;19.54;-0.22;
57.060;20.07;-0.58;
57.070;20.14;-0.84;
57.080;20.16;-0.78;
57.090;20.03;-0.79;
57.100;20.02;-0.68;
57.110;19.77;-0.54;
57.120;19.39;-0.34;
57.130;19.21;-0.30;
57.140;19.11;-0.18;
57.150;19.06;0.07;
57.160;18.66;0.22;
57.170;18.39;0.41;
57.180;18.14;0.47;
57.190;17.50;1.01;
57.200;17.49;0.86;
57.210;17.60;0.89;
57.220;17.96;0.54;
57.230;18.35;0.35;
57.240;18.43;0.19;
57.250;19.03;-0.30;
57.260;19.30;-0.44;
57.270;19.67;-0.92;
57.280;19.68;-0.96;
57.290;19.36;-0.82;
57.300;19.25;-0.60;
57.310;19.05;-0.56;
57.320;18.92;-0.40;
57.330;18.62;-0.25;
57.340;18.57;-0.25;
57.350;18.31;-0.13;
57.360;18.04;0.02;
57.370;17.89;0.35;
57.380;17.60;0.60;
57.390;17.05;0.87;
57.400;16.89;1.13;
57.410;17.09;0.88;
57.420;17.53;0.62;
57.430;17.95;0.29;
57.440;17.93;-0.03;
57.450;18.41;-0.10;
57.460;18.84;-0.53;
57.470;19.14;-0.66;
57.480;19.30;-0.84;
57.490;19.33;-0.78;
57.500;18.98;-0.60;
57.510;18.63;-0.58;
57.520;18.41;-0.37;
57.530;18.38;-0.17;
57.540;18.18;-0.10;
57.550;18.04;0.02;
57.560;17.73;0.12;
57.570;17.49;0.28;
57.580;17.40;0.74;
57.590;16.73;0.97;
57.600;16.49;1.20;
57.610;16.63;0.94;
57.620;17.21;0.70;
57.630;17.44;0.19;
57.640;17.65;0.20;
57.650;17.73;-0.10;
57.660;18.36;-0.59;
57.670;18.74;-0.75;
57.680;18.58;-0.84;
57.690;18.43;-0.68;
57.700;18.15;-0.65;
57.710;17.77;-0.28;
57.720;17.58;-0.29;
57.730;17.44;-0.29;
57.740;17.16;-0.14;
57.750;17.05;-0.02;
57.760;16.63;-0.05;
57.770;16.56;0.23;
57.780;16.06;0.53;
57.790;15.73;1.13;
57.800;15.38;1.15;
57.810;15.37;0.92;
57.820;15.88;0.67;
57.830;16.10;0.40;
57.840;16.02;0.18;
57.850;16.34;-0.16;
57.860;16.96;-0.47;
57.870;16.98;-0.84;
57.880;16.95;-0.88;
57.890;16.84;-0.90;
57.900;16.62;-0.61;
57.910;16.24;-0.61;
57.920;15.82;-0.51;
57.930;15.64;-0.17;
57.940;15.58;-0.22;
57.950;15.25;0.03;
57.960;14.73;0.40;
57.970;14.61;0.34;
57.980;14.32;0.55;
57.990;13.71;0.71;
58.000;13.38;1.05;
58.010;13.48;0.95;
58.020;14.05;0.45;
58.030;14.12;0.19;
58.040;14.10;0.26;
58.050;14.48;-0.14;
58.060;15.02;-0.63;
58.070;15.19;-0.86;
58.080;15.14;-0.96;
58.090;14.94;-0.71;
58.100;14.60;-0.74;
58.110;14.39;-0.56;
58.120;13.99;-0.44;
58.130;13.70;-0.32;
58.140;13.54;-0.23;
58.150;13.22;0.05;
58.160;12.83;0.07;
58.170;12.64;0.12;
58.180;12.28;0.48;
58.190;12.02;0.91;
58.200;11.59;1.00;
58.210;11.71;0.90;
58.220;12.14;0.51;
58.230;12.34;0.26;
58.240;12.40;0.19;
58.250;12.94;-0.34;
58.260;13.39;-0.47;
58.270;13.40;-0.74;
58.280;13.52;-0.87;
58.290;13.34;-0.72;
58.300;13.21;-0.69;
58.310;12.72;-0.47;
58.320;12.53;-0.35;
58.330;12.34;-0.28;
58.340;12.17;-0.11;
58.350;11.93;0.16;
58.360;11.75;0.27;
58.370;11.55;0.29;
58.380;11.14;0.56;
58.390;10.63;1.03;
58.400;10.39;1.24;
58.410;10.61;0.85;
58.420;10.95;0.63;
58.430;11.46;0.25;
58.440;11.70;-0.00;
58.450;12.04;-0.08;
58.460;12.39;-0.58;
58.470;12.89;-0.80;
58.480;12.83;-0.98;
58.490;12.56;-0.74;
58.500;12.32;-0.53;
58.510;12.10;-0.40;
58.520;12.12;-0.17;
58.530;11.86;-0.32;
58.540;11.72;-0.12;
58.550;11.51;-0.03;
58.560;11.14;0.08;
58.570;10.88;0.26;
58.580;10.83;0.48;
58.590;10.35;0.92;
58.600;10.15;1.12;
58.610;10.41;1.00;
58.620;10.68;0.64;
58.630;11.09;0.26;
58.640;11.29;0.09;
58.650;11.82;-0.23;
58.660;12.25;-0.69;
58.670;12.47;-0.77;
58.680;12.58;-0.75;
58.690;12.42;-0.79;
58.700;12.31;-0.77;
58.710;12.09;-0.42;
58.720;12.02;-0.30;
58.730;11.74;-0.32;
58.740;11.66;-0.10;
58.750;11.66;0.11;
58.760;11.30;0.20;
58.770;11.26;0.25;
58.780;10.82;0.45;
58.790;10.37;0.88;
58.800;10.18;1.00;
58.810;10.46;1.01;
58.820;10.90;0.74;
58.830;11.11;0.37;
58.840;11.35;0.24;
58.850;11.57;-0.25;
58.860;12.32;-0.63;
58.870;12.62;-0.88;
58.880;12.64;-0.89;
58.890;12.55;-0.66;
58.900;12.32;-0.60;
58.910;12.04;-0.50;
58.920;11.88;-0.17;
58.930;11.81;-0.27;
58.940;11.51;0.02;
58.950;11.32;0.11;
58.960;11.22;0.24;
58.970;11.10;0.43;
58.980;10.74;0.55;
58.990;10.32;0.89;
59.000;10.27;0.97;
59.010;10.44;1.09;
59.020;10.59;0.46;
