Time: 04.07.2022 11:04:06;
Team: Senior Men;
Athlete name: rfd;
Device: NORDIC02;
Comment: ;
#SampleTime[s];Force_left[N];Force_right[N];
37.1200;-1.44;21.08;
37.1210;-1.16;20.11;
37.1220;-0.63;19.27;
37.1230;-0.59;18.61;
37.1240;-0.53;18.17;
37.1250;-0.14;17.15;
37.1260;0.32;16.05;
37.1270;0.34;15.62;
37.1280;0.31;15.72;
37.1290;0.06;16.87;
37.1300;-0.13;17.41;
37.1310;-0.17;17.59;
37.1320;-0.23;17.88;
37.1330;-0.13;18.02;
37.1340;-0.33;18.52;
37.1350;-0.45;18.61;
37.1360;-0.45;18.85;
37.1370;-0.50;18.91;
37.1380;-0.91;20.24;
37.1390;-1.25;20.99;
37.1400;-1.38;21.15;
37.1410;-1.14;20.70;
37.1420;-0.77;19.46;
37.1430;-0.52;19.10;
37.1440;-0.49;18.25;
37.1450;-0.01;17.44;
37.1460;0.24;16.48;
37.1470;0.48;15.92;
37.1480;0.54;16.12;
37.1490;0.03;17.33;
37.1500;0.01;17.63;
37.1510;-0.17;17.90;
37.1520;-0.26;18.20;
37.1530;-0.30;18.18;
37.1540;-0.31;18.74;
37.1550;-0.53;18.79;
37.1560;-0.63;19.10;
37.1570;-0.71;19.23;
37.1580;-0.97;20.28;
37.1590;-1.34;21.62;
37.1600;-1.32;21.40;
37.1610;-1.10;20.84;
37.1620;-0.93;19.73;
37.1630;-0.38;18.97;
37.1640;-0.36;18.76;
37.1650;-0.08;17.53;
37.1660;0.26;16.74;
37.1670;0.34;16.21;
37.1680;0.60;16.25;
37.1690;0.06;17.65;
37.1700;-0.16;17.90;
37.1710;-0.11;18.05;
37.1720;-0.34;18.32;
37.1730;-0.33;18.40;
37.1740;-0.45;18.82;
37.1750;-0.51;18.93;
37.1760;-0.55;19.30;
37.1770;-0.50;19.39;
37.1780;-1.10;20.61;
37.1790;-1.32;21.70;
37.1800;-1.32;21.63;
37.1810;-1.19;21.00;
37.1820;-0.67;19.86;
37.1830;-0.65;19.34;
37.1840;-0.51;18.93;
37.1850;-0.19;17.57;
37.1860;0.31;16.73;
37.1870;0.53;15.98;
37.1880;0.43;16.27;
37.1890;0.02;17.63;
37.1900;0.00;17.81;
37.1910;-0.15;18.35;
37.1920;-0.23;18.39;
37.1930;-0.14;18.76;
37.1940;-0.28;18.82;
37.1950;-0.43;19.22;
37.1960;-0.50;19.31;
37.1970;-0.61;19.45;
37.1980;-1.10;20.85;
37.1990;-1.31;21.71;
37.2000;-1.40;21.94;
37.2010;-1.08;21.03;
37.2020;-0.83;20.12;
37.2030;-0.48;19.50;
37.2040;-0.42;18.99;
37.2050;-0.14;17.63;
37.2060;0.32;16.88;
37.2070;0.40;16.33;
37.2080;0.50;16.29;
37.2090;0.04;17.61;
37.2100;-0.03;18.08;
37.2110;-0.26;18.49;
37.2120;-0.30;18.52;
37.2130;-0.35;18.68;
37.2140;-0.26;18.98;
37.2150;-0.43;19.28;
37.2160;-0.65;19.49;
37.2170;-0.46;19.42;
37.2180;-1.01;20.89;
37.2190;-1.39;21.84;
37.2200;-1.55;22.02;
37.2210;-1.12;21.18;
37.2220;-0.77;19.93;
37.2230;-0.51;19.50;
37.2240;-0.32;18.79;
37.2250;-0.10;17.75;
37.2260;0.45;16.73;
37.2270;0.65;16.25;
37.2280;0.47;16.52;
37.2290;0.04;17.74;
37.2300;-0.09;18.11;
37.2310;-0.14;18.40;
37.2320;-0.27;18.56;
37.2330;-0.28;18.81;
37.2340;-0.55;19.06;
37.2350;-0.46;19.18;
37.2360;-0.49;19.45;
37.2370;-0.58;19.47;
37.2380;-0.91;20.94;
37.2390;-1.52;21.92;
37.2400;-1.43;21.66;
37.2410;-1.24;21.20;
37.2420;-0.78;20.06;
37.2430;-0.48;19.46;
37.2440;-0.22;18.78;
37.2450;0.13;17.74;
37.2460;0.31;16.91;
37.2470;0.50;16.15;
37.2480;0.40;16.60;
37.2490;-0.01;17.67;
37.2500;0.05;18.11;
37.2510;-0.08;18.21;
37.2520;-0.34;18.55;
37.2530;-0.29;18.66;
37.2540;-0.41;18.98;
37.2550;-0.50;19.23;
37.2560;-0.49;19.41;
37.2570;-0.55;19.49;
37.2580;-0.78;20.72;
37.2590;-1.37;21.82;
37.2600;-1.55;21.63;
37.2610;-1.07;21.14;
37.2620;-0.63;19.94;
37.2630;-0.60;19.27;
37.2640;-0.58;18.76;
37.2650;-0.03;17.63;
37.2660;0.24;16.60;
37.2670;0.67;15.86;
37.2680;0.35;16.07;
37.2690;-0.05;17.51;
37.2700;-0.03;17.72;
37.2710;-0.18;18.01;
37.2720;-0.33;18.28;
37.2730;-0.32;18.36;
37.2740;-0.34;18.62;
37.2750;-0.59;18.77;
37.2760;-0.37;19.02;
37.2770;-0.57;19.17;
37.2780;-1.08;20.30;
37.2790;-1.34;21.33;
37.2800;-1.34;21.41;
37.2810;-1.05;20.49;
37.2820;-0.72;19.35;
37.2830;-0.43;18.91;
37.2840;-0.45;18.49;
37.2850;-0.09;17.16;
37.2860;0.49;16.43;
37.2870;0.46;15.83;
37.2880;0.55;15.77;
37.2890;0.02;17.05;
37.2900;-0.09;17.42;
37.2910;-0.22;17.68;
37.2920;-0.13;17.99;
37.2930;-0.04;18.05;
37.2940;-0.40;18.17;
37.2950;-0.41;18.47;
37.2960;-0.50;18.78;
37.2970;-0.50;18.82;
37.2980;-1.12;20.24;
37.2990;-1.35;21.13;
37.3000;-1.38;21.26;
37.3010;-1.22;20.44;
37.3020;-0.79;19.16;
37.3030;-0.50;18.77;
37.3040;-0.32;18.12;
37.3050;0.12;17.30;
37.3060;0.53;16.01;
37.3070;0.58;15.42;
37.3080;0.48;15.71;
37.3090;0.17;17.02;
37.3100;0.00;17.51;
37.3110;-0.08;17.68;
37.3120;-0.23;17.92;
37.3130;-0.34;18.09;
37.3140;-0.36;18.37;
37.3150;-0.42;18.63;
37.3160;-0.55;18.95;
37.3170;-0.62;18.78;
37.3180;-1.06;20.39;
37.3190;-1.38;21.27;
37.3200;-1.23;21.17;
37.3210;-1.19;20.57;
37.3220;-0.89;19.46;
37.3230;-0.71;19.04;
37.3240;-0.29;18.39;
37.3250;0.24;17.14;
37.3260;0.38;16.30;
37.3270;0.40;15.92;
37.3280;0.40;16.00;
37.3290;0.13;17.18;
37.3300;-0.05;17.51;
37.3310;-0.16;17.81;
37.3320;-0.16;18.24;
37.3330;-0.25;18.27;
37.3340;-0.41;18.48;
37.3350;-0.38;18.69;
37.3360;-0.60;19.03;
37.3370;-0.51;19.12;
37.3380;-0.98;20.25;
37.3390;-1.40;21.59;
37.3400;-1.16;21.35;
37.3410;-0.95;20.64;
37.3420;-0.63;19.78;
37.3430;-0.54;18.96;
37.3440;-0.47;18.50;
37.3450;0.02;17.32;
37.3460;0.34;16.29;
37.3470;0.62;15.71;
37.3480;0.37;16.03;
37.3490;-0.03;17.44;
37.3500;0.01;17.54;
37.3510;-0.20;17.74;
37.3520;-0.21;17.97;
37.3530;-0.25;18.16;
37.3540;-0.42;18.44;
37.3550;-0.49;18.50;
37.3560;-0.48;18.92;
37.3570;-0.52;18.99;
37.3580;-0.84;20.02;
37.3590;-1.15;21.07;
37.3600;-1.12;20.98;
37.3610;-1.09;20.29;
37.3620;-0.72;19.04;
37.3630;-0.36;18.62;
37.3640;-0.42;18.18;
37.3650;-0.05;16.82;
37.3660;0.21;16.02;
37.3670;0.36;15.09;
37.3680;0.32;15.41;
37.3690;-0.01;16.75;
37.3700;-0.08;17.10;
37.3710;-0.32;17.17;
37.3720;-0.33;17.36;
37.3730;-0.20;17.59;
37.3740;-0.37;17.73;
37.3750;-0.57;18.08;
37.3760;-0.51;18.11;
37.3770;-0.52;18.22;
37.3780;-1.01;19.40;
37.3790;-1.39;20.23;
37.3800;-1.40;20.38;
37.3810;-1.09;19.61;
37.3820;-0.72;18.48;
37.3830;-0.50;18.07;
37.3840;-0.38;17.40;
37.3850;0.04;16.46;
37.3860;0.25;15.50;
37.3870;0.34;14.93;
37.3880;0.29;14.94;
37.3890;0.05;15.94;
37.3900;-0.05;16.33;
37.3910;-0.10;16.39;
37.3920;-0.21;16.70;
37.3930;-0.37;16.87;
37.3940;-0.37;17.17;
37.3950;-0.37;17.22;
37.3960;-0.51;17.42;
37.3970;-0.62;17.50;
37.3980;-0.87;18.63;
37.3990;-1.25;19.44;
37.4000;-1.20;19.55;
37.4010;-1.00;19.00;
37.4020;-0.72;17.87;
37.4030;-0.62;17.43;
37.4040;-0.22;16.75;
37.4050;-0.19;15.84;
37.4060;0.04;15.18;
37.4070;0.39;14.58;
37.4080;0.22;14.52;
37.4090;0.10;15.59;
37.4100;-0.07;15.99;
37.4110;-0.18;16.07;
37.4120;-0.41;16.43;
37.4130;-0.37;16.74;
37.4140;-0.39;16.99;
37.4150;-0.37;16.93;
37.4160;-0.58;17.22;
37.4170;-0.50;17.29;
37.4180;-0.67;18.28;
37.4190;-1.30;19.54;
37.4200;-1.28;19.39;
37.4210;-1.07;19.04;
37.4220;-0.88;17.94;
37.4230;-0.48;17.34;
37.4240;-0.40;17.03;
37.4250;-0.07;15.86;
37.4260;0.21;15.10;
37.4270;0.28;14.27;
37.4280;0.27;14.39;
37.4290;0.02;15.63;
37.4300;0.02;16.03;
37.4310;-0.24;16.15;
37.4320;-0.19;16.43;
37.4330;-0.32;16.61;
37.4340;-0.50;16.89;
37.4350;-0.45;17.17;
37.4360;-0.64;17.29;
37.4370;-0.60;17.40;
37.4380;-0.82;18.53;
37.4390;-1.33;19.31;
37.4400;-1.22;19.47;
37.4410;-1.19;19.06;
37.4420;-0.76;18.17;
37.4430;-0.47;17.55;
37.4440;-0.41;16.85;
37.4450;-0.08;15.94;
37.4460;0.08;15.20;
37.4470;0.43;14.59;
37.4480;0.28;14.67;
37.4490;0.03;15.91;
37.4500;-0.10;16.17;
37.4510;-0.22;16.48;
37.4520;-0.26;16.78;
37.4530;-0.42;16.77;
37.4540;-0.36;16.87;
37.4550;-0.41;17.32;
37.4560;-0.56;17.58;
37.4570;-0.50;17.49;
37.4580;-0.81;18.55;
37.4590;-1.18;19.53;
37.4600;-1.37;19.88;
37.4610;-1.00;19.19;
37.4620;-0.76;18.14;
37.4630;-0.50;17.76;
37.4640;-0.27;17.17;
37.4650;-0.17;16.07;
37.4660;0.24;15.42;
37.4670;0.44;14.80;
37.4680;0.34;14.83;
37.4690;-0.12;16.05;
37.4700;0.04;16.25;
37.4710;-0.26;16.51;
37.4720;-0.33;16.84;
37.4730;-0.24;17.03;
37.4740;-0.45;17.18;
37.4750;-0.29;17.48;
37.4760;-0.51;17.86;
37.4770;-0.58;17.73;
37.4780;-0.86;18.78;
37.4790;-1.15;19.53;
37.4800;-1.21;19.86;
37.4810;-1.14;19.47;
37.4820;-0.69;18.50;
37.4830;-0.61;17.98;
37.4840;-0.41;17.46;
37.4850;-0.02;16.57;
37.4860;0.19;15.80;
37.4870;0.50;15.12;
37.4880;0.44;15.20;
37.4890;0.07;16.28;
37.4900;-0.24;16.69;
37.4910;-0.05;17.12;
37.4920;-0.21;17.17;
37.4930;-0.28;17.56;
37.4940;-0.26;17.70;
37.4950;-0.58;17.99;
37.4960;-0.53;18.16;
37.4970;-0.55;18.18;
37.4980;-0.93;19.56;
37.4990;-1.30;20.58;
37.5000;-1.31;20.56;
37.5010;-1.10;19.95;
37.5020;-0.68;18.98;
37.5030;-0.61;18.54;
37.5040;-0.31;18.02;
37.5050;0.07;16.91;
37.5060;0.26;16.34;
37.5070;0.56;15.48;
37.5080;0.33;15.60;
37.5090;0.10;16.98;
37.5100;-0.02;17.33;
37.5110;-0.20;17.54;
37.5120;-0.23;17.84;
37.5130;-0.33;17.97;
37.5140;-0.46;18.41;
37.5150;-0.55;18.57;
37.5160;-0.49;19.12;
37.5170;-0.61;19.26;
37.5180;-1.09;20.22;
37.5190;-1.40;21.26;
37.5200;-1.29;21.19;
37.5210;-0.88;20.83;
37.5220;-0.76;19.67;
37.5230;-0.66;19.32;
37.5240;-0.52;18.88;
37.5250;0.02;17.61;
37.5260;0.34;16.75;
37.5270;0.42;16.10;
37.5280;0.53;16.46;
37.5290;0.06;17.93;
37.5300;-0.04;18.02;
37.5310;-0.14;18.33;
37.5320;-0.10;18.86;
37.5330;-0.30;18.91;
37.5340;-0.49;19.36;
37.5350;-0.59;19.52;
37.5360;-0.59;19.56;
37.5370;-0.47;19.83;
37.5380;-1.03;21.35;
37.5390;-1.43;22.36;
37.5400;-1.29;22.21;
37.5410;-1.07;21.55;
37.5420;-0.76;20.52;
37.5430;-0.46;19.99;
37.5440;-0.43;19.63;
37.5450;0.05;18.41;
37.5460;0.30;17.48;
37.5470;0.49;17.19;
37.5480;0.60;17.09;
37.5490;-0.03;18.73;
37.5500;-0.21;19.13;
37.5510;-0.06;19.34;
37.5520;-0.20;19.60;
37.5530;-0.51;19.63;
37.5540;-0.37;20.17;
37.5550;-0.42;20.23;
37.5560;-0.59;20.56;
37.5570;-0.57;20.52;
37.5580;-1.00;22.09;
37.5590;-1.24;23.02;
37.5600;-1.40;23.11;
37.5610;-1.09;22.30;
37.5620;-0.73;21.21;
37.5630;-0.59;20.83;
37.5640;-0.53;20.32;
37.5650;0.02;19.16;
37.5660;0.44;18.02;
37.5670;0.55;17.74;
37.5680;0.51;17.70;
37.5690;-0.03;19.18;
37.5700;-0.01;19.58;
37.5710;-0.27;19.79;
37.5720;-0.29;20.07;
37.5730;-0.29;20.30;
37.5740;-0.33;20.66;
37.5750;-0.59;20.83;
37.5760;-0.59;20.95;
37.5770;-0.50;21.00;
37.5780;-0.94;22.47;
37.5790;-1.34;23.45;
37.5800;-1.20;23.28;
37.5810;-0.92;22.51;
37.5820;-0.73;21.42;
37.5830;-0.39;20.85;
37.5840;-0.51;20.48;
37.5850;0.16;19.26;
37.5860;0.36;18.42;
37.5870;0.52;17.81;
37.5880;0.31;18.24;
37.5890;-0.00;19.32;
37.5900;-0.07;19.56;
37.5910;-0.23;20.09;
37.5920;-0.21;20.23;
37.5930;-0.41;20.57;
37.5940;-0.35;20.71;
37.5950;-0.57;20.89;
37.5960;-0.51;21.33;
37.5970;-0.66;21.44;
37.5980;-1.01;22.77;
37.5990;-1.23;23.80;
37.6000;-1.15;23.61;
37.6010;-1.08;22.97;
37.6020;-0.73;21.84;
37.6030;-0.53;21.44;
37.6040;-0.50;20.74;
37.6050;0.04;19.58;
37.6060;0.30;18.86;
37.6070;0.69;17.90;
37.6080;0.51;18.70;
37.6090;-0.09;20.04;
37.6100;-0.11;20.26;
37.6110;-0.22;20.69;
37.6120;-0.27;20.87;
37.6130;-0.40;21.20;
37.6140;-0.42;21.28;
37.6150;-0.48;21.73;
37.6160;-0.47;21.99;
37.6170;-0.59;22.26;
37.6180;-1.07;23.64;
37.6190;-1.25;24.48;
37.6200;-1.42;24.55;
37.6210;-0.98;23.70;
37.6220;-0.64;22.77;
37.6230;-0.39;22.23;
37.6240;-0.50;21.70;
37.6250;0.11;20.72;
37.6260;0.46;19.84;
37.6270;0.44;19.19;
37.6280;0.53;19.46;
37.6290;-0.06;21.00;
37.6300;0.02;21.22;
37.6310;-0.16;21.52;
37.6320;-0.38;21.83;
37.6330;-0.42;22.11;
37.6340;-0.39;22.54;
37.6350;-0.66;22.79;
37.6360;-0.58;23.14;
37.6370;-0.64;23.15;
37.6380;-1.01;24.73;
37.6390;-1.21;25.55;
37.6400;-1.43;25.62;
37.6410;-1.06;24.80;
37.6420;-0.55;23.54;
37.6430;-0.59;23.23;
37.6440;-0.26;22.63;
37.6450;0.11;21.43;
37.6460;0.35;20.36;
37.6470;0.52;20.12;
37.6480;0.30;20.46;
37.6490;0.22;21.83;
37.6500;-0.09;22.14;
37.6510;-0.08;22.45;
37.6520;-0.24;22.74;
37.6530;-0.26;22.92;
37.6540;-0.34;23.14;
37.6550;-0.48;23.26;
37.6560;-0.57;23.68;
37.6570;-0.61;23.82;
37.6580;-0.98;25.24;
37.6590;-1.35;26.24;
37.6600;-1.29;26.08;
37.6610;-1.09;25.33;
37.6620;-0.56;24.18;
37.6630;-0.62;23.70;
37.6640;-0.25;23.13;
37.6650;0.23;21.98;
37.6660;0.42;20.96;
37.6670;0.55;20.46;
37.6680;0.59;20.92;
37.6690;-0.04;22.10;
37.6700;-0.17;22.63;
37.6710;-0.11;22.72;
37.6720;-0.39;22.93;
37.6730;-0.32;23.25;
37.6740;-0.41;23.45;
37.6750;-0.55;23.76;
37.6760;-0.65;23.96;
37.6770;-0.56;24.02;
37.6780;-1.08;25.37;
37.6790;-1.42;26.48;
37.6800;-1.34;26.33;
37.6810;-1.06;25.48;
37.6820;-0.56;24.51;
37.6830;-0.37;23.76;
37.6840;-0.56;23.24;
37.6850;-0.01;22.19;
37.6860;0.44;21.11;
37.6870;0.52;20.37;
37.6880;0.38;20.95;
37.6890;-0.05;22.35;
37.6900;0.18;22.47;
37.6910;-0.19;22.66;
37.6920;-0.34;22.81;
37.6930;-0.21;23.00;
37.6940;-0.45;23.36;
37.6950;-0.51;23.67;
37.6960;-0.51;23.75;
37.6970;-0.50;24.10;
37.6980;-0.99;25.47;
37.6990;-1.35;26.35;
37.7000;-1.33;26.10;
37.7010;-1.13;25.33;
37.7020;-0.79;24.13;
37.7030;-0.63;23.90;
37.7040;-0.26;23.24;
37.7050;0.09;21.68;
37.7060;0.40;21.11;
37.7070;0.71;20.53;
37.7080;0.57;20.89;
37.7090;0.01;22.29;
37.7100;-0.03;22.40;
37.7110;-0.27;22.62;
37.7120;-0.27;22.87;
37.7130;-0.31;23.20;
37.7140;-0.55;23.51;
37.7150;-0.64;23.67;
37.7160;-0.59;23.94;
37.7170;-0.48;23.99;
37.7180;-1.21;25.60;
37.7190;-1.20;26.17;
37.7200;-1.33;26.31;
37.7210;-0.96;25.34;
37.7220;-0.48;24.27;
37.7230;-0.46;23.94;
37.7240;-0.16;23.07;
37.7250;0.13;21.99;
37.7260;0.47;20.81;
37.7270;0.49;20.63;
37.7280;0.50;20.91;
37.7290;-0.03;22.27;
37.7300;-0.10;22.46;
37.7310;-0.29;22.84;
37.7320;-0.19;23.02;
37.7330;-0.16;23.27;
37.7340;-0.51;23.74;
37.7350;-0.43;23.69;
37.7360;-0.61;24.13;
37.7370;-0.55;24.15;
37.7380;-0.99;25.59;
37.7390;-1.30;26.45;
37.7400;-1.28;26.20;
37.7410;-0.95;25.48;
37.7420;-0.70;24.45;
37.7430;-0.55;23.93;
37.7440;-0.29;23.20;
37.7450;0.03;22.04;
37.7460;0.45;21.18;
37.7470;0.52;20.55;
37.7480;0.55;21.05;
37.7490;-0.01;22.14;
37.7500;-0.12;22.37;
37.7510;0.06;22.89;
37.7520;-0.22;23.00;
37.7530;-0.45;23.36;
37.7540;-0.54;23.55;
37.7550;-0.46;23.70;
37.7560;-0.40;24.06;
37.7570;-0.53;24.07;
37.7580;-0.96;25.35;
37.7590;-1.42;26.55;
37.7600;-1.17;26.34;
37.7610;-1.03;25.55;
37.7620;-0.70;24.35;
37.7630;-0.37;23.81;
37.7640;-0.34;23.37;
37.7650;0.00;21.96;
37.7660;0.40;21.29;
37.7670;0.74;20.49;
37.7680;0.22;21.05;
37.7690;-0.19;22.68;
37.7700;-0.17;22.53;
37.7710;-0.25;22.99;
37.7720;-0.23;23.21;
37.7730;-0.26;23.20;
37.7740;-0.42;23.54;
37.7750;-0.40;23.74;
37.7760;-0.54;23.97;
37.7770;-0.66;24.21;
37.7780;-1.07;25.62;
37.7790;-1.31;26.42;
37.7800;-1.34;26.42;
37.7810;-1.17;25.52;
37.7820;-0.62;24.33;
37.7830;-0.49;23.78;
37.7840;-0.27;23.38;
37.7850;0.07;22.09;
37.7860;0.25;21.22;
37.7870;0.49;20.77;
37.7880;0.35;20.96;
37.7890;-0.14;22.54;
37.7900;-0.07;22.70;
37.7910;-0.13;23.05;
37.7920;-0.20;23.15;
37.7930;-0.33;23.44;
37.7940;-0.52;23.78;
37.7950;-0.37;24.18;
37.7960;-0.45;24.25;
37.7970;-0.72;24.49;
37.7980;-1.07;25.87;
37.7990;-1.32;26.57;
37.8000;-1.23;26.85;
37.8010;-1.10;25.73;
37.8020;-0.83;24.79;
37.8030;-0.55;24.23;
37.8040;-0.38;23.78;
37.8050;0.19;22.61;
37.8060;0.42;21.40;
37.8070;0.43;21.10;
37.8080;0.46;21.54;
37.8090;0.11;22.80;
37.8100;-0.04;23.12;
37.8110;-0.18;23.32;
37.8120;-0.12;23.60;
37.8130;-0.21;23.97;
37.8140;-0.44;24.19;
37.8150;-0.51;24.47;
37.8160;-0.56;24.57;
37.8170;-0.59;24.56;
37.8180;-1.27;26.24;
37.8190;-1.37;27.06;
37.8200;-1.24;26.90;
37.8210;-0.91;26.33;
37.8220;-0.70;25.02;
37.8230;-0.50;24.74;
37.8240;-0.15;24.03;
37.8250;0.06;23.05;
37.8260;0.48;22.13;
37.8270;0.64;21.42;
37.8280;0.56;21.90;
37.8290;-0.02;23.13;
37.8300;-0.18;23.42;
37.8310;-0.25;23.68;
37.8320;-0.19;24.01;
37.8330;-0.34;24.28;
37.8340;-0.44;24.56;
37.8350;-0.57;24.69;
37.8360;-0.58;24.91;
37.8370;-0.49;24.97;
37.8380;-1.11;26.65;
37.8390;-1.44;27.60;
37.8400;-1.18;27.20;
37.8410;-1.11;26.41;
37.8420;-0.85;25.33;
37.8430;-0.35;24.78;
37.8440;-0.49;24.29;
37.8450;0.03;23.10;
37.8460;0.41;22.24;
37.8470;0.52;21.55;
37.8480;0.31;22.10;
37.8490;-0.13;23.40;
37.8500;-0.12;23.60;
37.8510;-0.25;24.11;
37.8520;-0.34;24.01;
37.8530;-0.42;24.33;
37.8540;-0.40;24.55;
37.8550;-0.50;24.72;
37.8560;-0.73;25.08;
37.8570;-0.63;25.20;
37.8580;-0.94;26.51;
37.8590;-1.40;27.44;
37.8600;-1.28;27.26;
37.8610;-1.02;26.56;
37.8620;-0.64;25.45;
37.8630;-0.51;24.96;
37.8640;-0.25;24.34;
37.8650;0.24;22.95;
37.8660;0.41;22.37;
37.8670;0.72;21.52;
37.8680;0.44;21.90;
37.8690;-0.07;23.56;
37.8700;0.04;23.57;
37.8710;-0.17;23.91;
37.8720;-0.27;24.16;
37.8730;-0.31;24.16;
37.8740;-0.38;24.52;
37.8750;-0.63;24.95;
37.8760;-0.63;25.03;
37.8770;-0.57;25.26;
37.8780;-1.00;26.70;
37.8790;-1.27;27.51;
37.8800;-1.31;27.56;
37.8810;-1.02;26.44;
37.8820;-0.75;25.30;
37.8830;-0.42;25.04;
37.8840;-0.24;24.31;
37.8850;0.12;22.99;
37.8860;0.47;22.18;
37.8870;0.62;21.86;
37.8880;0.58;22.30;
37.8890;0.05;23.45;
37.8900;-0.03;23.54;
37.8910;-0.18;24.01;
37.8920;-0.25;24.17;
37.8930;-0.31;24.47;
37.8940;-0.54;24.73;
37.8950;-0.47;25.11;
37.8960;-0.49;25.27;
37.8970;-0.60;25.22;
37.8980;-1.07;26.92;
37.8990;-1.29;27.57;
37.9000;-1.23;27.73;
37.9010;-0.86;26.60;
37.9020;-0.59;25.33;
37.9030;-0.60;25.23;
37.9040;-0.32;24.43;
37.9050;-0.04;23.36;
37.9060;0.41;22.54;
37.9070;0.62;21.90;
37.9080;0.50;22.49;
37.9090;0.09;23.65;
37.9100;-0.13;23.63;
37.9110;-0.11;23.97;
37.9120;-0.26;24.31;
37.9130;-0.39;24.29;
37.9140;-0.44;24.61;
37.9150;-0.46;25.02;
37.9160;-0.67;24.96;
37.9170;-0.40;25.34;
37.9180;-0.98;26.75;
37.9190;-1.39;27.55;
37.9200;-1.09;27.21;
37.9210;-1.14;26.63;
37.9220;-0.67;25.59;
37.9230;-0.64;25.12;
37.9240;-0.22;24.50;
37.9250;0.12;23.19;
37.9260;0.35;22.20;
37.9270;0.52;21.57;
37.9280;0.28;22.50;
37.9290;0.06;23.67;
37.9300;-0.19;23.66;
37.9310;-0.26;24.16;
37.9320;-0.15;24.48;
37.9330;-0.34;24.59;
37.9340;-0.50;25.07;
37.9350;-0.39;25.07;
37.9360;-0.66;25.56;
37.9370;-0.71;25.52;
37.9380;-1.01;26.79;
37.9390;-1.40;27.79;
37.9400;-1.27;27.47;
37.9410;-0.85;26.83;
37.9420;-0.74;25.63;
37.9430;-0.68;25.31;
37.9440;-0.42;24.57;
37.9450;0.19;23.42;
37.9460;0.42;22.60;
37.9470;0.66;21.70;
37.9480;0.33;22.28;
37.9490;-0.16;23.76;
37.9500;0.01;23.65;
37.9510;-0.31;24.24;
37.9520;-0.27;24.56;
37.9530;-0.19;24.70;
37.9540;-0.34;24.99;
37.9550;-0.63;25.18;
37.9560;-0.59;25.34;
37.9570;-0.71;25.73;
37.9580;-1.15;27.01;
37.9590;-1.36;27.79;
37.9600;-1.14;27.77;
37.9610;-1.12;26.77;
37.9620;-0.76;25.67;
37.9630;-0.52;25.29;
37.9640;-0.28;24.74;
37.9650;0.18;23.18;
37.9660;0.26;22.71;
37.9670;0.63;22.12;
37.9680;0.51;22.36;
37.9690;0.04;23.95;
37.9700;-0.08;23.83;
37.9710;-0.13;24.34;
37.9720;-0.27;24.60;
37.9730;-0.22;24.79;
37.9740;-0.34;25.16;
37.9750;-0.34;25.25;
37.9760;-0.62;25.61;
37.9770;-0.64;25.63;
37.9780;-1.12;27.20;
37.9790;-1.43;27.91;
37.9800;-1.28;27.89;
37.9810;-1.07;26.89;
37.9820;-0.68;25.64;
37.9830;-0.49;25.45;
37.9840;-0.31;24.72;
37.9850;0.06;23.61;
37.9860;0.44;22.50;
37.9870;0.41;22.04;
37.9880;0.52;22.69;
37.9890;0.03;23.98;
37.9900;0.05;23.94;
37.9910;-0.11;24.41;
37.9920;-0.33;24.66;
37.9930;-0.30;24.81;
37.9940;-0.43;25.17;
37.9950;-0.55;25.49;
37.9960;-0.49;25.65;
37.9970;-0.61;25.72;
37.9980;-1.17;27.38;
37.9990;-1.35;28.15;
38.0000;-1.29;27.92;
38.0010;-1.11;27.19;
38.0020;-0.65;25.86;
38.0030;-0.45;25.52;
38.0040;-0.37;24.83;
38.0050;0.20;23.52;
38.0060;0.42;22.81;
38.0070;0.67;22.18;
38.0080;0.38;22.83;
38.0090;0.04;23.93;
38.0100;0.00;24.16;
38.0110;-0.07;24.60;
38.0120;-0.19;24.76;
38.0130;-0.31;24.88;
38.0140;-0.38;25.20;
38.0150;-0.45;25.48;
38.0160;-0.53;25.68;
38.0170;-0.62;25.82;
38.0180;-1.08;27.38;
38.0190;-1.57;28.22;
38.0200;-1.33;27.80;
38.0210;-1.04;27.04;
38.0220;-0.72;25.92;
38.0230;-0.57;25.54;
38.0240;-0.39;24.87;
38.0250;0.10;23.52;
38.0260;0.46;22.86;
38.0270;0.55;22.01;
38.0280;0.52;22.58;
38.0290;-0.10;24.27;
38.0300;-0.18;24.29;
38.0310;-0.25;24.62;
38.0320;-0.20;24.68;
38.0330;-0.34;24.96;
38.0340;-0.38;25.16;
38.0350;-0.29;25.48;
38.0360;-0.60;25.68;
38.0370;-0.77;25.93;
38.0380;-1.19;27.42;
38.0390;-1.31;28.09;
38.0400;-1.31;28.05;
38.0410;-0.79;27.18;
38.0420;-0.73;25.98;
38.0430;-0.52;25.60;
38.0440;-0.41;24.88;
38.0450;0.01;23.38;
38.0460;0.44;22.99;
38.0470;0.50;22.30;
38.0480;0.51;22.56;
38.0490;-0.02;24.14;
38.0500;-0.19;24.03;
38.0510;-0.23;24.38;
38.0520;-0.21;24.80;
38.0530;-0.31;25.00;
38.0540;-0.40;25.13;
38.0550;-0.58;25.48;
38.0560;-0.50;25.64;
38.0570;-0.64;25.78;
38.0580;-1.12;27.31;
38.0590;-1.38;27.95;
38.0600;-1.41;28.09;
38.0610;-1.00;26.97;
